id;name;coordinates_x;coordinates_y;creation_date;from_x;from_y;from_z;to_x;to_y;to_z;distance;price
5634;Xi-5534;577;-99;2026-05-21T21:27:49.553526928+03:00[Europe/Moscow];4.188957;39.48183625016253;313;-47.244347;1.5977305527208614;302;8348;819.64
5635;Rho-5535;51;-397;2026-05-21T21:27:49.555672507+03:00[Europe/Moscow];92.134445;-15.53055483167202;357;23.671951;-5.768580629780871;960;6703;128.69
5636;Alpha-5536;877;-940;2026-05-21T21:27:49.557809804+03:00[Europe/Moscow];60.397552;97.63607275792305;965;-86.00292;90.72340594519116;303;5658;338.07
5637;Psi-5537;-220;624;2026-05-21T21:27:49.559967900+03:00[Europe/Moscow];56.626663;-87.15886131818793;803;-93.360695;-34.589167413941894;864;4560;682.26
5638;Delta-5538;36;517;2026-05-21T21:27:49.562191340+03:00[Europe/Moscow];-80.55954;75.56410884491333;457;50.649734;-49.98187201215889;856;9782;395.31
5639;Rho-5539;476;-9;2026-05-21T21:27:49.564443126+03:00[Europe/Moscow];-29.958092;46.57400575343672;663;95.93501;-39.797926279277604;736;803;910.03
5640;Psi-5540;-461;-110;2026-05-21T21:27:49.566574702+03:00[Europe/Moscow];9.774483;85.99209340700352;640;-68.71543;96.56808332979298;379;6536;616.40
5641;Tau-5541;521;359;2026-05-21T21:27:49.568736316+03:00[Europe/Moscow];97.40236;44.539362943681624;70;99.47748;24.587740424141202;589;8239;525.82
5642;Tau-5542;571;-395;2026-05-21T21:27:49.570889710+03:00[Europe/Moscow];39.623047;-86.46084580903756;324;92.2168;-75.5970436457618;746;1870;420.63
5643;Beta-5543;101;-339;2026-05-21T21:27:49.573235228+03:00[Europe/Moscow];-40.20635;7.71100919390706;224;74.48128;27.613908460384295;579;1288;77.03
5644;Omega-5544;-577;301;2026-05-21T21:27:49.575495406+03:00[Europe/Moscow];78.88867;41.26399047789576;800;-8.941742;21.159686248916287;559;7221;748.70
5645;Gamma-5545;516;59;2026-05-21T21:27:49.577642527+03:00[Europe/Moscow];23.350952;-88.4634477596224;56;70.082184;17.90276377917172;818;7125;627.90
5646;Upsilon-5546;-280;-59;2026-05-21T21:27:49.579821796+03:00[Europe/Moscow];-36.331306;19.523691882267343;748;43.504135;13.186773803731128;253;1718;471.45
5647;Psi-5547;-633;867;2026-05-21T21:27:49.582240816+03:00[Europe/Moscow];35.634415;96.35533644193276;419;71.34453;-24.219843546177984;196;691;97.15
5648;Zeta-5548;655;691;2026-05-21T21:27:49.584437502+03:00[Europe/Moscow];-78.24074;91.8950227138944;587;24.075027;19.402874134956605;379;6349;590.57
5649;Eta-5549;-577;-749;2026-05-21T21:27:49.586634279+03:00[Europe/Moscow];95.599304;13.33960109368249;942;68.028854;-41.67142035713995;461;4392;589.44
5650;Tau-5550;513;763;2026-05-21T21:27:49.588827126+03:00[Europe/Moscow];61.673782;86.36624992842923;851;1.9083252;-18.122063596025995;91;5488;10.40
5651;Xi-5551;-606;-509;2026-05-21T21:27:49.591014262+03:00[Europe/Moscow];-94.8949;12.18458000199351;614;-19.2902;-87.9441084616881;598;7833;98.49
5652;Xi-5552;-158;-598;2026-05-21T21:27:49.593219699+03:00[Europe/Moscow];38.4274;-73.72970827257089;702;3.0442963;41.459617890298404;66;4452;121.22
5653;Phi-5553;-168;-900;2026-05-21T21:27:49.595652092+03:00[Europe/Moscow];-94.93357;-96.19221110628904;532;-15.934799;-78.60395947691765;24;8899;185.45
5654;Tau-5554;-446;35;2026-05-21T21:27:49.597881760+03:00[Europe/Moscow];-24.025192;-41.710061223321034;790;-54.18004;78.00200714524473;147;8185;620.94
5655;Eta-5555;-193;57;2026-05-21T21:27:49.600278095+03:00[Europe/Moscow];87.18317;86.97987849270393;391;7.2969894;12.449973671409097;187;3541;843.25
5656;Alpha-5556;693;-502;2026-05-21T21:27:49.602603606+03:00[Europe/Moscow];-71.15486;35.31105304135903;46;-64.79924;-81.94056411130488;303;7702;225.49
5657;Psi-5557;177;-18;2026-05-21T21:27:49.604836746+03:00[Europe/Moscow];21.971916;86.56925970865314;367;-2.5123444;97.92609695630728;326;2288;37.52
5658;Chi-5558;-694;-336;2026-05-21T21:27:49.607007606+03:00[Europe/Moscow];-26.738426;72.01062951129884;213;16.981148;-99.35802972312067;649;6040;744.77
5659;Rho-5559;34;-131;2026-05-21T21:27:49.609237306+03:00[Europe/Moscow];66.07643;13.609146929480659;812;31.609406;69.62740622617883;16;6334;74.06
5660;Lambda-5560;658;610;2026-05-21T21:27:49.611660883+03:00[Europe/Moscow];-50.54921;-70.22793881063272;772;2.2515182;2.0152564984906576;732;2373;131.67
5661;Alpha-5561;-824;970;2026-05-21T21:27:49.613895085+03:00[Europe/Moscow];35.928833;-1.2167977561864376;66;92.07202;-67.47951246764232;122;3027;386.19
5662;Gamma-5562;-180;26;2026-05-21T21:27:49.616230165+03:00[Europe/Moscow];-75.57248;-18.512132579623255;448;95.278305;4.679652679176783;513;2737;825.99
5663;Zeta-5563;679;-966;2026-05-21T21:27:49.618555461+03:00[Europe/Moscow];25.018242;-13.523448794497938;836;-9.533356;95.5579252885683;664;393;653.52
5664;Gamma-5564;579;-671;2026-05-21T21:27:49.620789346+03:00[Europe/Moscow];-11.989632;-21.49421748210871;758;24.528313;-48.53424194381193;395;9166;817.16
5665;Xi-5565;925;668;2026-05-21T21:27:49.623051930+03:00[Europe/Moscow];-57.344532;-39.737717520384955;426;12.784637;-33.307839005421;988;8565;386.56
5666;Alpha-5566;991;985;2026-05-21T21:27:49.625740586+03:00[Europe/Moscow];-17.626656;-64.33003637047949;453;-80.82843;-48.19454312394444;667;6284;403.07
5667;Lambda-5567;627;719;2026-05-21T21:27:49.627941261+03:00[Europe/Moscow];81.62474;55.42595910771513;894;-43.838535;-36.460023142752874;634;8262;204.96
5668;Rho-5568;390;-977;2026-05-21T21:27:49.630206702+03:00[Europe/Moscow];-14.556328;45.67193520196224;338;79.80496;-20.681492758265392;781;8357;927.20
5669;Theta-5569;-27;445;2026-05-21T21:27:49.632404875+03:00[Europe/Moscow];-46.059525;45.93097481496662;255;80.81972;-50.37575995187258;288;1183;236.51
5670;Rho-5570;912;-887;2026-05-21T21:27:49.634557650+03:00[Europe/Moscow];28.172272;64.86868040696169;269;-97.42033;69.63776637728088;737;2797;964.34
5671;Xi-5571;-930;501;2026-05-21T21:27:49.636710518+03:00[Europe/Moscow];71.58305;6.460503444025022;852;-8.449234;-0.4655354439954351;415;4222;347.32
5672;Epsilon-5572;889;-12;2026-05-21T21:27:49.638882901+03:00[Europe/Moscow];-2.98349;-49.95016469293974;14;85.41791;14.34061537734243;247;551;62.54
5673;Kappa-5573;-388;-925;2026-05-21T21:27:49.641122343+03:00[Europe/Moscow];20.955048;-26.57523004222267;25;36.553986;-11.95376992842283;340;7671;701.03
5674;Alpha-5574;391;-673;2026-05-21T21:27:49.643413106+03:00[Europe/Moscow];-40.834606;97.25050415326479;205;87.70856;-89.48726811966658;819;8939;534.41
5675;Mu-5575;-329;849;2026-05-21T21:27:49.645563337+03:00[Europe/Moscow];-51.661552;-94.42465630814341;635;82.23195;-4.906123670521694;660;9657;439.89
5676;Upsilon-5576;-248;911;2026-05-21T21:27:49.647739104+03:00[Europe/Moscow];-30.803856;28.44961622516692;371;-9.595062;-24.344577531037885;725;8782;98.45
5677;Kappa-5577;519;-980;2026-05-21T21:27:49.649902248+03:00[Europe/Moscow];72.2063;-83.43999616315799;60;-28.210999;77.45977832072612;85;2697;391.23
5678;Gamma-5578;-745;-741;2026-05-21T21:27:49.652039176+03:00[Europe/Moscow];4.3447266;89.7435321858309;784;99.32303;-41.82291604435757;5;2718;928.65
5679;Zeta-5579;-184;-467;2026-05-21T21:27:49.654301054+03:00[Europe/Moscow];-82.390884;-55.34063799877473;971;-61.637104;-77.54132495194273;553;182;31.32
5680;Chi-5580;84;449;2026-05-21T21:27:49.656469448+03:00[Europe/Moscow];16.734398;4.7871068018221905;863;42.081665;-95.74979156450385;663;1819;848.71
5681;Eta-5581;-279;663;2026-05-21T21:27:49.658603864+03:00[Europe/Moscow];53.126495;-73.97447274591423;904;99.04756;-27.839997059957682;757;6148;316.51
5682;Nu-5582;-726;-26;2026-05-21T21:27:49.660763844+03:00[Europe/Moscow];37.84099;-93.31066012955243;210;84.97699;-18.876155897382077;208;105;895.47
5683;Iota-5583;923;-783;2026-05-21T21:27:49.662977060+03:00[Europe/Moscow];38.42404;38.34377587863753;317;2.2269745;-95.22175939147736;596;1301;842.38
5684;Sigma-5584;198;-253;2026-05-21T21:27:49.665138473+03:00[Europe/Moscow];-94.35902;-9.369016011925197;41;-57.09305;-80.44858425392086;264;2164;547.16
5685;Phi-5585;21;469;2026-05-21T21:27:49.667459096+03:00[Europe/Moscow];-86.87497;-88.05768616556307;345;-86.53872;-72.21599556472319;5;6483;574.08
5686;Lambda-5586;-84;62;2026-05-21T21:27:49.669584524+03:00[Europe/Moscow];-5.1243286;-74.049476480234;201;52.77849;-85.0883909666877;980;4077;246.95
5687;Xi-5587;620;607;2026-05-21T21:27:49.671908280+03:00[Europe/Moscow];-24.72676;74.7746681845023;438;-25.230614;8.437277527292707;13;8986;974.37
5688;Kappa-5588;742;365;2026-05-21T21:27:49.674039019+03:00[Europe/Moscow];4.4878387;62.77045881821465;975;37.12529;-29.874513636701394;373;2004;507.89
5689;Rho-5589;997;-80;2026-05-21T21:27:49.676321002+03:00[Europe/Moscow];88.40297;4.256785679335337;144;80.56415;-11.54794418543436;275;871;364.53
5690;Eta-5590;-417;408;2026-05-21T21:27:49.678607228+03:00[Europe/Moscow];9.952095;78.92494168015881;774;77.785034;-66.36541078202939;478;7479;904.83
5691;Nu-5591;-232;-906;2026-05-21T21:27:49.680763894+03:00[Europe/Moscow];-45.924232;-82.14776465680707;743;13.35791;-32.95564813254197;703;5383;301.16
5692;Gamma-5592;-395;-247;2026-05-21T21:27:49.682985049+03:00[Europe/Moscow];66.17209;66.28211650541641;347;-64.6331;65.93591085986057;154;6821;348.84
5693;Upsilon-5593;458;282;2026-05-21T21:27:49.685177662+03:00[Europe/Moscow];-32.674385;26.00482903325232;140;-48.400105;-73.69920592363897;47;387;311.75
5694;Iota-5594;896;-842;2026-05-21T21:27:49.687435380+03:00[Europe/Moscow];37.512238;42.89957156509331;840;23.891006;75.77131536556095;93;5561;39.76
5695;Alpha-5595;-99;934;2026-05-21T21:27:49.689551411+03:00[Europe/Moscow];-19.920647;99.17541286916412;439;-20.855568;-35.943472653951034;544;4332;447.49
5696;Phi-5596;130;-375;2026-05-21T21:27:49.691688993+03:00[Europe/Moscow];-13.5392685;12.26621953150682;292;-43.638157;-46.97478583455106;87;1261;548.95
5697;Pi-5597;-779;777;2026-05-21T21:27:49.693854464+03:00[Europe/Moscow];-36.075245;95.40774539246215;864;9.141876;-5.932103004618639;879;6803;989.85
5698;Sigma-5598;-608;970;2026-05-21T21:27:49.696141063+03:00[Europe/Moscow];-16.686821;78.1584103759657;120;13.248444;76.81704964725847;798;4465;162.08
5699;Theta-5599;-349;958;2026-05-21T21:27:49.698318228+03:00[Europe/Moscow];37.451584;-10.204104225860817;823;-2.3044128;48.93634644762591;382;7695;718.66
5700;Rho-5600;-53;-44;2026-05-21T21:27:49.700480538+03:00[Europe/Moscow];-19.678291;9.321082872263787;161;29.78421;4.565227703256184;210;658;350.19
5701;Iota-5601;-524;-496;2026-05-21T21:27:49.702619032+03:00[Europe/Moscow];-49.70771;4.015174806750792;641;94.171265;75.47614382654731;540;5359;644.02
5702;Gamma-5602;469;-135;2026-05-21T21:27:49.704761076+03:00[Europe/Moscow];-17.705414;36.872681600953996;727;22.390022;57.15688920782378;712;850;137.88
5703;Gamma-5603;731;-799;2026-05-21T21:27:49.706921772+03:00[Europe/Moscow];-25.97277;-20.665474412210557;991;9.964561;55.20463677141646;847;7959;410.30
5704;Omega-5604;-814;303;2026-05-21T21:27:49.709182205+03:00[Europe/Moscow];-17.43499;65.24911012687167;9;-61.03721;36.3748959252552;878;7859;312.14
5705;Beta-5605;264;649;2026-05-21T21:27:49.711487086+03:00[Europe/Moscow];68.23857;-77.45504783495443;371;-2.6060486;51.95756135803401;889;9163;983.08
5706;Delta-5606;19;-261;2026-05-21T21:27:49.713689787+03:00[Europe/Moscow];-22.995354;36.55547250326018;276;-44.781948;67.19554729720309;92;5805;40.09
5707;Upsilon-5607;646;-473;2026-05-21T21:27:49.715894041+03:00[Europe/Moscow];43.134033;46.834416247832536;106;48.013092;-47.82220871197105;587;9890;48.14
5708;Eta-5608;-525;-895;2026-05-21T21:27:49.718123678+03:00[Europe/Moscow];60.400604;-4.364599068621061;62;-2.8717651;38.56286731715869;553;8640;937.82
5709;Nu-5609;-435;-679;2026-05-21T21:27:49.720680686+03:00[Europe/Moscow];-65.49614;70.91261342243382;24;-79.491005;20.607380517396834;639;5692;472.49
5710;Theta-5610;557;-717;2026-05-21T21:27:49.722854727+03:00[Europe/Moscow];-39.60923;-19.86012906120888;923;-40.829372;23.334059040737614;499;5676;248.11
5711;Rho-5611;-455;-630;2026-05-21T21:27:49.725021547+03:00[Europe/Moscow];-62.79956;-72.91673849961438;443;83.85892;79.35139167231432;432;6306;633.21
5712;Rho-5612;475;71;2026-05-21T21:27:49.727323312+03:00[Europe/Moscow];1.2678375;-99.12047733723747;375;40.73799;-26.892843951914713;211;8066;459.34
5713;Nu-5613;-925;955;2026-05-21T21:27:49.729488763+03:00[Europe/Moscow];23.789406;-4.204804973690287;565;57.251587;-45.610681350460915;55;6134;699.72
5714;Mu-5614;-991;-798;2026-05-21T21:27:49.731681871+03:00[Europe/Moscow];-12.017967;-18.202707185159596;519;42.84099;-79.64408769157609;818;3069;580.42
5715;Mu-5615;-9;959;2026-05-21T21:27:49.733835129+03:00[Europe/Moscow];-88.599945;-39.42900416430748;731;29.98758;-23.52344877551687;426;1093;358.00
5716;Phi-5616;-893;-494;2026-05-21T21:27:49.736115232+03:00[Europe/Moscow];73.18213;41.93860367779149;59;17.333534;92.00659904998128;826;4451;967.76
5717;Lambda-5617;773;633;2026-05-21T21:27:49.738363568+03:00[Europe/Moscow];-66.453636;53.911735000263235;586;11.082146;83.12968978193959;788;3805;398.43
5718;Xi-5618;-421;-831;2026-05-21T21:27:49.740572818+03:00[Europe/Moscow];86.607544;8.583912552106128;553;-88.85049;92.41303598802969;618;5382;991.36
5719;Delta-5619;519;-553;2026-05-21T21:27:49.742684059+03:00[Europe/Moscow];13.226654;76.67252721506387;713;-27.12352;85.91068335764572;789;3305;298.43
5720;Zeta-5620;733;198;2026-05-21T21:27:49.744794180+03:00[Europe/Moscow];44.728714;-76.72454978856065;723;-43.186916;-48.925616477183695;3;382;782.37
5721;Gamma-5621;471;592;2026-05-21T21:27:49.746940019+03:00[Europe/Moscow];49.336777;-37.62185420981537;694;-19.989952;-31.285285915915267;155;3287;770.92
5722;Gamma-5622;9;47;2026-05-21T21:27:49.749086920+03:00[Europe/Moscow];-1.4033585;30.895768995122836;514;-42.73957;-47.78143612824086;992;2181;849.40
5723;Upsilon-5623;-546;-874;2026-05-21T21:27:49.751367842+03:00[Europe/Moscow];-44.181038;-30.652505752308073;228;-0.3487854;-71.27551468900508;337;7787;413.22
5724;Iota-5624;-770;557;2026-05-21T21:27:49.753700086+03:00[Europe/Moscow];79.9373;-58.005429686679236;977;-8.197533;-53.687887773679385;962;6587;274.33
5725;Kappa-5625;-548;-981;2026-05-21T21:27:49.755834670+03:00[Europe/Moscow];7.0401993;-6.266746006932038;557;-5.2634277;-39.5053424077219;794;3876;545.07
5726;Sigma-5626;263;464;2026-05-21T21:27:49.757934579+03:00[Europe/Moscow];20.057655;69.40978506943404;964;97.588974;74.26631728050421;996;7272;51.77
5727;Omicron-5627;703;787;2026-05-21T21:27:49.760034096+03:00[Europe/Moscow];-3.8666;-36.70579998585399;760;-67.07274;63.60077082507317;722;3402;894.04
5728;Theta-5628;846;219;2026-05-21T21:27:49.762268013+03:00[Europe/Moscow];-93.80173;-5.538411510618431;893;-32.801056;-4.200131427934963;730;1867;895.78
5729;Phi-5629;-513;26;2026-05-21T21:27:49.764439888+03:00[Europe/Moscow];-72.51574;-58.362497684352576;726;11.457001;41.92667827580726;193;4009;193.67
5730;Phi-5630;-925;743;2026-05-21T21:27:49.766584240+03:00[Europe/Moscow];-3.1282196;-15.553008038270448;334;-24.37735;-67.21105911381618;142;2567;82.56
5731;Epsilon-5631;977;-448;2026-05-21T21:27:49.768722749+03:00[Europe/Moscow];97.6432;-23.877989522866258;675;-32.94805;58.432509744924005;185;3257;97.43
5732;Phi-5632;-316;-172;2026-05-21T21:27:49.770882076+03:00[Europe/Moscow];-7.8948975;52.28353563982438;62;-82.445885;89.73336560117372;904;5394;297.59
5733;Pi-5633;-414;483;2026-05-21T21:27:49.773172571+03:00[Europe/Moscow];41.356552;27.2926294482009;404;24.535904;46.05702737814144;633;3850;686.68
5734;Omicron-5634;-508;470;2026-05-21T21:27:49.775486794+03:00[Europe/Moscow];-80.620766;49.147609499367064;812;19.420685;-39.50408213324577;571;7994;598.76
5735;Nu-5635;-438;75;2026-05-21T21:27:49.777632939+03:00[Europe/Moscow];-88.05728;-91.87043186267869;588;44.299484;-71.24388697807822;834;5125;52.99
5736;Lambda-5636;-874;-181;2026-05-21T21:27:49.779795559+03:00[Europe/Moscow];1.9822006;81.69850978572819;973;44.724945;-8.921214527342514;410;1462;833.33
5737;Rho-5637;-459;-504;2026-05-21T21:27:49.782029435+03:00[Europe/Moscow];-39.480507;54.170989517098235;520;-12.004959;-60.97100894521035;8;7103;296.57
5738;Omega-5638;415;-733;2026-05-21T21:27:49.784279680+03:00[Europe/Moscow];-47.331524;26.004194481448067;781;53.473755;83.53144946191546;390;4570;78.75
5739;Chi-5639;914;-154;2026-05-21T21:27:49.786550514+03:00[Europe/Moscow];42.15187;44.48430660340662;680;-87.09463;24.15569842389864;347;8419;895.80
5740;Psi-5640;264;668;2026-05-21T21:27:49.788688535+03:00[Europe/Moscow];-65.391556;34.37914399557346;885;82.51071;-7.380085221706295;909;624;346.78
5741;Theta-5641;648;451;2026-05-21T21:27:49.790832066+03:00[Europe/Moscow];40.979843;-68.09605093121775;545;1.3368988;-4.742349973030954;261;6118;0.78
5742;Upsilon-5642;572;-147;2026-05-21T21:27:49.793092993+03:00[Europe/Moscow];9.566704;-5.45942728185112;494;-65.609314;-92.93102315665338;803;615;525.78
5743;Delta-5643;-38;-228;2026-05-21T21:27:49.795429278+03:00[Europe/Moscow];-62.08129;-46.843856559007605;688;-42.14982;-67.66630691691573;815;609;710.60
5744;Tau-5644;954;-587;2026-05-21T21:27:49.797582335+03:00[Europe/Moscow];-40.62463;-19.534874438480614;823;-40.466343;23.13597461985077;524;8286;414.12
5745;Epsilon-5645;-764;287;2026-05-21T21:27:49.799733749+03:00[Europe/Moscow];49.5195;-4.238885704961831;320;-70.44697;47.462037671220315;749;7371;584.65
5746;Gamma-5646;318;-736;2026-05-21T21:27:49.801891517+03:00[Europe/Moscow];32.91301;-4.490584214122649;69;-92.70664;91.89602627553472;302;6432;116.09
5747;Epsilon-5647;822;396;2026-05-21T21:27:49.804148605+03:00[Europe/Moscow];98.55206;83.4035558653975;914;24.588707;-11.172866871472365;285;5824;895.39
5748;Beta-5648;-161;-200;2026-05-21T21:27:49.806433531+03:00[Europe/Moscow];-27.697395;-19.748921603298925;834;-29.4861;-6.858033927195976;876;2925;617.86
5749;Nu-5649;454;960;2026-05-21T21:27:49.808600414+03:00[Europe/Moscow];39.006683;47.032963832379124;244;65.99129;55.99192642749048;785;5858;665.98
5750;Kappa-5650;-720;-355;2026-05-21T21:27:49.810749935+03:00[Europe/Moscow];26.8862;25.042270778052853;250;30.885132;64.4983913950442;697;5328;996.54
5751;Nu-5651;847;-775;2026-05-21T21:27:49.812931725+03:00[Europe/Moscow];-44.298138;-99.1419545063643;659;96.91193;55.89584325138043;920;2540;433.16
5752;Pi-5652;91;-36;2026-05-21T21:27:49.815067308+03:00[Europe/Moscow];-20.177254;40.18789766591243;702;27.81186;-77.00754266297434;596;8865;70.02
5753;Iota-5653;454;-786;2026-05-21T21:27:49.817361107+03:00[Europe/Moscow];77.18381;-32.839847894226935;726;8.713699;-44.193780464637314;179;213;598.58
5754;Xi-5654;-290;374;2026-05-21T21:27:49.819502812+03:00[Europe/Moscow];-52.151905;-36.269065366481954;119;-31.67418;52.6591359799792;402;8641;907.42
5755;Upsilon-5655;-547;-246;2026-05-21T21:27:49.821630087+03:00[Europe/Moscow];95.238846;-17.407997627627992;414;21.148613;-96.16679446605274;483;8230;153.40
5756;Rho-5656;302;86;2026-05-21T21:27:49.823800337+03:00[Europe/Moscow];37.270172;9.403226268338315;250;-87.48478;-5.985823561262222;994;8662;572.74
5757;Nu-5657;726;764;2026-05-21T21:27:49.825947933+03:00[Europe/Moscow];2.6535645;-65.64019747837591;329;-23.425552;-8.59529502144862;301;3962;525.63
5758;Sigma-5658;-638;-472;2026-05-21T21:27:49.828110487+03:00[Europe/Moscow];26.513458;15.530574651295865;599;-77.913475;-81.54699587415331;860;8635;446.93
5759;Kappa-5659;693;224;2026-05-21T21:27:49.830389894+03:00[Europe/Moscow];-68.36518;94.6493332924378;412;-34.846306;88.14054215363504;840;5566;913.92
5760;Iota-5660;566;-294;2026-05-21T21:27:49.832530035+03:00[Europe/Moscow];-86.83474;29.380653215125136;715;84.65878;-5.611775766002111;768;4465;146.89
5761;Kappa-5661;-891;-545;2026-05-21T21:27:49.834656925+03:00[Europe/Moscow];-85.88393;-50.11561663400133;857;-67.132034;9.711051804787402;15;2176;686.14
5762;Omicron-5662;289;442;2026-05-21T21:27:49.836815809+03:00[Europe/Moscow];-2.1915894;-13.588732160364941;458;-52.965866;-24.37606742732595;373;2918;695.98
5763;Mu-5663;-433;-739;2026-05-21T21:27:49.838960734+03:00[Europe/Moscow];-63.840652;0.40709237956517086;385;-15.935112;-27.672713113476306;198;732;671.94
5764;Gamma-5664;714;854;2026-05-21T21:27:49.841126906+03:00[Europe/Moscow];95.65231;33.2025931030129;349;86.986176;30.319486776821464;381;6692;582.46
5765;Omega-5665;542;-363;2026-05-21T21:27:49.843328973+03:00[Europe/Moscow];-29.220535;-99.61158789001865;174;-23.701271;-47.54572520219105;746;7619;802.04
5766;Alpha-5666;-419;-210;2026-05-21T21:27:49.845495566+03:00[Europe/Moscow];24.44519;1.4780814328154008;191;9.648285;5.439763992871377;237;6404;690.30
5767;Psi-5667;994;-348;2026-05-21T21:27:49.847663446+03:00[Europe/Moscow];58.40419;25.233641123445395;823;-45.42068;63.58942147398756;934;7835;445.78
5768;Lambda-5668;260;-391;2026-05-21T21:27:49.849836465+03:00[Europe/Moscow];-85.819695;-69.82087533620556;423;-88.03065;-28.946069337195965;96;4095;613.60
5769;Kappa-5669;-125;314;2026-05-21T21:27:49.852048262+03:00[Europe/Moscow];1.2822647;16.024183720663743;421;87.33894;61.47454514779943;572;3214;379.86
5770;Rho-5670;-219;6;2026-05-21T21:27:49.854405461+03:00[Europe/Moscow];-63.689816;-37.66160166129122;388;-15.584656;22.857046300815995;64;495;673.39
5771;Eta-5671;979;918;2026-05-21T21:27:49.856551747+03:00[Europe/Moscow];-18.277428;15.003757044522544;945;-98.66776;-18.30743608359866;297;1818;121.25
5772;Chi-5672;-209;448;2026-05-21T21:27:49.858680807+03:00[Europe/Moscow];-87.56667;-68.0505408561497;606;57.94519;71.8546295935497;799;2165;290.72
5773;Zeta-5673;328;170;2026-05-21T21:27:49.860847180+03:00[Europe/Moscow];-84.688614;-11.933639797805867;427;40.777237;5.439404780921137;346;3372;68.04
5774;Zeta-5674;361;-175;2026-05-21T21:27:49.863112679+03:00[Europe/Moscow];-99.10009;-73.79811287919952;408;62.36519;-36.29214023888472;265;3936;33.62
5775;Kappa-5675;970;546;2026-05-21T21:27:49.865316138+03:00[Europe/Moscow];-23.30632;66.28759540222589;310;-64.45798;3.832491112629981;312;2148;977.56
5776;Rho-5676;418;66;2026-05-21T21:27:49.867441441+03:00[Europe/Moscow];-93.27185;-50.675367580967176;267;-78.063225;47.31960507947355;414;5144;750.43
5777;Rho-5677;-715;-533;2026-05-21T21:27:49.869578979+03:00[Europe/Moscow];-11.868439;76.67809610209679;846;92.30151;-38.0761128400958;996;3763;456.85
5778;Epsilon-5678;-621;-282;2026-05-21T21:27:49.871704273+03:00[Europe/Moscow];-19.716194;58.810677740442344;152;-27.919243;-43.97772542540493;959;7778;256.70
5779;Xi-5679;551;160;2026-05-21T21:27:49.873830045+03:00[Europe/Moscow];19.140854;-73.0123788560793;352;-33.00747;63.229047043139644;48;1543;665.55
5780;Psi-5680;868;-795;2026-05-21T21:27:49.876098180+03:00[Europe/Moscow];11.071709;84.18471990708204;56;43.100433;-29.51075145175068;251;7529;866.05
5781;Phi-5681;-142;-118;2026-05-21T21:27:49.878397572+03:00[Europe/Moscow];67.094284;44.85515660173644;745;-29.938232;-13.714813571436352;393;9645;286.62
5782;Theta-5682;-469;-424;2026-05-21T21:27:49.880592682+03:00[Europe/Moscow];-83.16237;10.948357199610669;767;20.355736;68.78294032435872;381;6030;143.72
5783;Upsilon-5683;-867;-410;2026-05-21T21:27:49.882724958+03:00[Europe/Moscow];23.863533;29.76951120599867;969;-57.900738;29.267955447818963;816;4826;457.71
5784;Upsilon-5684;-344;224;2026-05-21T21:27:49.884872921+03:00[Europe/Moscow];53.667236;-26.5282729894746;229;-14.745033;-30.00633073741963;958;4139;563.45
5785;Omega-5685;882;249;2026-05-21T21:27:49.886989038+03:00[Europe/Moscow];-73.62603;8.97063838779468;683;-75.043465;-5.774750389467357;48;8497;229.38
5786;Delta-5686;305;-821;2026-05-21T21:27:49.889148687+03:00[Europe/Moscow];-17.932617;0.9736921007164483;831;-2.5821075;-14.495645513310123;641;6610;647.15
5787;Omega-5687;-794;916;2026-05-21T21:27:49.891372205+03:00[Europe/Moscow];-87.714615;48.10885619942647;377;-43.429184;74.05377657047026;464;7623;11.73
5788;Chi-5688;451;778;2026-05-21T21:27:49.893523325+03:00[Europe/Moscow];-17.902313;25.42546729400459;289;-72.54147;53.85090822830739;157;2111;325.96
5789;Kappa-5689;-320;-249;2026-05-21T21:27:49.895649790+03:00[Europe/Moscow];89.069336;-5.582106698283695;636;61.386017;-61.265161514570885;735;5814;974.18
5790;Delta-5690;-39;-474;2026-05-21T21:27:49.897809275+03:00[Europe/Moscow];88.39218;83.45127470639758;717;-30.937637;86.0470499371749;687;5552;542.01
5791;Psi-5691;334;973;2026-05-21T21:27:49.900049859+03:00[Europe/Moscow];-71.25753;-13.181063327256396;671;41.22682;-94.43566627523343;312;9383;985.97
5792;Tau-5692;-220;-244;2026-05-21T21:27:49.902378330+03:00[Europe/Moscow];22.302452;81.26478649022786;548;-99.671364;67.14097808282352;789;4013;556.00
5793;Sigma-5693;862;-657;2026-05-21T21:27:49.904525030+03:00[Europe/Moscow];33.666153;55.71511076655008;869;50.80075;18.976847939719917;611;9399;623.22
5794;Sigma-5694;-102;-486;2026-05-21T21:27:49.906715348+03:00[Europe/Moscow];-69.68191;48.26517896522029;138;13.315491;-82.10130424212387;103;7106;704.40
5795;Tau-5695;795;-434;2026-05-21T21:27:49.908843553+03:00[Europe/Moscow];90.08234;-74.4243839916664;650;-79.06225;1.867248270004552;859;4241;359.13
5796;Nu-5696;907;203;2026-05-21T21:27:49.911121540+03:00[Europe/Moscow];-29.22651;-5.03462160671782;409;79.35121;-98.78145869502288;853;4870;905.88
5797;Delta-5697;656;-11;2026-05-21T21:27:49.913420591+03:00[Europe/Moscow];-84.18254;77.56744092581732;849;62.80362;-2.3037174463848515;404;2099;408.15
